ccode1,cowName1,ccode2,cowName2,signDay,signMonth,signYear,EIFDay,EIFMonth,EIFYear,type,category1,category2,category3,span,renewType,renewYears,terminated,durationActual,endYearEstimate,asymmetry,categoryConf,UNTS,fullText,sourceType,source,factivaConf,factivaSign,factivaEIF,DCAid
205,IRE,225,SWZ,11,2,2008,11,2,2008,general,DIC,,,,,,0,,2010,1,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0429
210,NTH,220,FRN,5,6,1984,,,,general,DIC,,,,,,-88,,1990,1,med,,N,treaty,NOTES,,,,DCADv1.0-0430
210,NTH,225,SWZ,21,10,2004,21,10,2004,general,DIC,,,,,,0,,2010,1,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0431
210,NTH,225,SWZ,12,4,2007,3,6,2008,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Netherlands Treaty Database,,,,DCADv1.0-0432
210,NTH,230,SPN,18,4,1985,18,4,1985,general,DIC,,,10,-66,-66,0,,2010,1,atypical,125273,Y,treaty,UNTS,,,,DCADv1.0-0433
210,NTH,255,GER,8,11,2006,1,9,2007,general,DCA,,,-77,-77,-77,-99,,2010,0,high,144942,Y,treaty,UNTS,,,,DCADv1.0-0434
210,NTH,316,CZR,11,9,1995,11,9,1995,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,Czech Republic Ministry of Foreign Affairs,,,,DCADv1.0-0435
210,NTH,317,SLO,13,9,1995,,,,general,DCA,COMMISSION,,,,,-88,,2001,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0436
210,NTH,317,SLO,14,3,2008,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0437
210,NTH,339,ALB,21,4,1998,,,,general,DCA,,,,,,-88,,2004,0,med,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0438
210,NTH,343,MAC,,11,1997,,,,sector,TREX,,,,,,-88,,2003,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0440
210,NTH,349,SLV,23,3,1999,,,,general,DCA,,,,,,-88,,2005,1,med,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-0441
210,NTH,355,BUL,30,1,1996,,,,general,DCA,,,,,,-88,,2002,0,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-0442
210,NTH,355,BUL,,,2000,,,,sector,RESEARCH,,,,,,-88,,2006,0,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-0443
210,NTH,367,LAT,2,9,2008,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0444
210,NTH,368,LIT,5,10,1996,,,,general,DCA,,,,,,-88,,2002,1,med,,N,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-0445
210,NTH,368,LIT,27,4,1998,,,,general,DCA,,,,,,-88,,2004,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0446
210,NTH,368,LIT,2,9,2008,,,,general,DCA,,,,,,-88,,2010,0,high,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0447
210,NTH,369,UKR,12,4,1995,,,,general,DCA,,,,,,-88,,2001,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0448
210,NTH,369,UKR,20,3,1996,,,,general,DCA,,,,,,-88,,2002,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0449
210,NTH,369,UKR,5,11,1996,5,11,1996,general,DCA,,,-77,-77,-77,0,,2010,1,atypical,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-0450
210,NTH,372,GRG,15,2,2006,,,,general,DCA,,,2,,,-88,,2008,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0451
210,NTH,375,FIN,9,7,1996,,,,general,DIC,,,,,,-88,,2002,1,med,,N,treaty,Finland MoD (personal contact),,,,DCADv1.0-0452
210,NTH,560,SAF,11,10,2005,11,10,2005,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,South Africa Treaty Series,,,,DCADv1.0-0453
210,NTH,640,TUR,4,5,1988,,,,sector,PROCUREMENT,,,,,,-88,,1994,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0454
210,NTH,690,KUW,21,7,1995,,,,sector,PROCUREMENT,,,,,,-88,,2001,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0455
210,NTH,732,KOR,12,6,1996,,,,general,DIC,,,,,,-88,,2002,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0456
210,NTH,770,PAK,4,4,2006,,,,general,DCA,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0457
211,BEL,225,SWZ,18,12,2007,18,12,2007,general,DIC,,,,,,0,,2010,0,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0458
211,BEL,230,SPN,24,9,1985,14,5,1987,sector,RESEARCH,TREX,COMMISSION,10,-66,-66,0,,2010,1,atypical,125163,Y,treaty,UNTS,,,,DCADv1.0-0459
211,BEL,290,POL,5,3,1993,,,,sector,TREX,COMMISSION,,2,,,-88,,1995,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0460
211,BEL,310,HUN,3,11,1989,3,11,1989,general,DCA,,,,,,0,,2010,1,high,,N,treaty,Belgian Treaty Database,,,,DCADv1.0-0461
211,BEL,316,CZR,6,9,1994,,,,general,DCA,,,,,,-88,,2000,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0462
211,BEL,317,SLO,16,3,1994,,,,general,DCA,,,,,,-88,,2000,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0463
211,BEL,339,ALB,3,3,2005,,,2005,general,DCA,,,,,,0,,2010,1,high,,N,treaty,Albania treaty series,,,,DCADv1.0-0464
211,BEL,344,CRO,17,10,2002,17,10,2002,general,DCA,,,-77,-77,-77,0,,2010,0,high,,N,factiva,"Wires, newspapers, transcripts",,-99,,DCADv1.0-0465
211,BEL,345,YUG,7,5,2003,3,5,2004,general,DCA,,,3,-66,-66,0,,2010,0,high,,N,treaty,Serbia Ministry of Foreign Affairs (personal contact),,,,DCADv1.0-0466
211,BEL,349,SLV,18,12,2001,,,2002,general,DCA,,,,,,0,,2010,1,high,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-0467
211,BEL,355,BUL,5,12,1994,,,,general,DCA,,,,,,-88,,2000,0,low,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-0468
211,BEL,359,MLD,26,5,2004,,,,general,DCA,DIC,PROCUREMENT,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0469
211,BEL,360,ROM,12,11,1993,,,,general,DCA,,,,,,-88,,1999,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0470
211,BEL,366,EST,21,5,2002,,,,general,DCA,,,,,,-88,,2008,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0471
211,BEL,367,LAT,21,5,2001,,,,general,DCA,,,,,,-88,,2007,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0472
211,BEL,367,LAT,21,5,2002,,,,sector,TREX,,,,,,-88,,2008,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0473
211,BEL,368,LIT,,,1994,,,,general,DCA,,,,,,-88,,2000,0,low,,,factiva,"Wires, newspapers, transcripts",2,-99,,DCADv1.0-0474
211,BEL,368,LIT,5,6,2001,,,,general,DCA,COMMISSION,,3,-66,-66,-88,,2010,1,atypical,,Y,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-0475
211,BEL,369,UKR,15,2,2002,15,2,2002,general,DCA,,,-77,-77,-77,0,,2010,1,atypical,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-0476
211,BEL,434,BEN,,,1999,,,,general,DCA,,,,,,-88,,2005,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0477
211,BEL,434,BEN,,,2006,,,,sector,TREX,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,-99,,DCADv1.0-0478
211,BEL,434,BEN,2,6,2008,,,,general,DCA,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0479
211,BEL,490,DRC,18,4,2008,,,,sector,TREX,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0480
211,BEL,516,BUI,30,3,2005,,,,general,DCA,,,,,,-88,,2010,2,atypical,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0481
211,BEL,517,RWA,8,9,2009,,,,sector,COMMISSION,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0482
211,BEL,560,SAF,28,2,2006,28,2,2006,general,DCA,,,-77,-77,-77,-99,,2010,0,high,,Y,treaty,South Africa Treaty Series,,,,DCADv1.0-0483
211,BEL,616,TUN,5,5,2009,5,5,2009,general,DCA,,,,,,0,,2010,1,med,,N,treaty,"Tunisian Republic, Ministry of Foreign Affairs",,,,DCADv1.0-0484
211,BEL,640,TUR,15,6,1987,7,10,1987,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Belgian Treaty Database,,,,DCADv1.0-0485
211,BEL,640,TUR,23,7,1990,23,7,1990,sector,TREX,,,,,,0,,2010,1,med,,N,treaty,Belgian Treaty Database,,,,DCADv1.0-0486
211,BEL,816,DRV,18,11,2003,,,,general,DCA,,,,,,-88,,2009,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0487
212,LUX,317,SLO,,,2002,,,,general,DCA,,,,,,-88,,2008,0,low,,,factiva,"Wires, newspapers, transcripts",3,-99,,DCADv1.0-0488
212,LUX,317,SLO,8,8,2003,,,,general,DCA,,,,,,-88,,2009,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0489
212,LUX,368,LIT,2,12,2002,,,,general,DCA,,,,,,-88,,2008,1,high,,N,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-0490
220,FRN,225,SWZ,20,6,2000,20,6,2000,general,DIC,,,10,-66,-66,0,,2010,0,high,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0491
220,FRN,225,SWZ,7,10,2003,7,10,2003,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,The Federal Authorities of the Swiss Confederation,,,,DCADv1.0-0492
220,FRN,225,SWZ,10,3,2004,10,3,2004,general,DIC,,,,,,0,,2010,1,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0493
220,FRN,230,SPN,7,10,1983,12,11,1985,general,DCA,,,10,-66,-66,0,,2010,0,high,123343,Y,treaty,UNTS,,,,DCADv1.0-0494
220,FRN,230,SPN,20,2,1996,,,,general,DIC,,,,,,-88,,2002,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0495
220,FRN,235,POR,30,7,1999,31,3,2000,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,France Treaty Series,,,,DCADv1.0-0496
220,FRN,260,FRG,23,1,1988,,,,sector,COMMISSION,TREX,,,,,-88,,1994,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0497
220,FRN,290,POL,15,6,1992,15,6,1992,general,DCA,,,,,,1,10,2002,1,high,,Y,treaty,LegiFrance,,,,DCADv1.0-0498
220,FRN,290,POL,4,4,2002,1,12,2002,general,DCA,,,10,-66,-66,0,,2010,0,high,,Y,treaty,France Treaty Series,,,,DCADv1.0-0499
220,FRN,315,CZE,3,4,1992,3,4,1992,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Czech Republic Ministry of Foreign Affairs,,,,DCADv1.0-0500
220,FRN,316,CZR,3,4,1992,3,4,1992,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Czech Republic Ministry of Foreign Affairs,,,,DCADv1.0-0501
220,FRN,317,SLO,21,6,1994,,,,general,DCA,,,,,,-88,,2000,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0502
220,FRN,317,SLO,4,5,2009,25,7,2011,general,DCA,,,-77,-77,-77,0,,2010,0,high,149111,Y,treaty,UNTS,,,,DCADv1.0-0503
220,FRN,339,ALB,16,12,1994,,,,general,DCA,,,,,,-88,,2000,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0504
220,FRN,339,ALB,13,5,1996,13,5,1996,general,DCA,,,,,,0,,2010,0,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0505
220,FRN,343,MAC,22,12,1996,,,,general,DCA,,,,,,-88,,2002,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0506
220,FRN,344,CRO,7,10,1997,,,,general,DCA,,,,,,-88,,2003,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0507
220,FRN,349,SLV,18,1,2002,2,7,2002,general,DCA,,,5,-66,-66,0,,2010,0,high,138940,Y,treaty,UNTS,,,,DCADv1.0-0508
220,FRN,350,GRC,18,9,1992,,,,sector,COMMISSION,,,,,,-88,,1998,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0509
220,FRN,350,GRC,7,6,2008,,,,general,DIC,PROCUREMENT,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0510
220,FRN,352,CYP,28,2,2007,1,12,2010,general,DCA,,,10,-66,-66,0,,2010,0,high,148115,Y,treaty,UNTS,,,,DCADv1.0-0511
220,FRN,355,BUL,,,1992,,,,general,DCA,,,,,,-88,,1998,0,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-0512
220,FRN,359,MLD,5,11,2002,,,,sector,TREX,,,,,,-88,,2008,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0513
220,FRN,360,ROM,24,10,1998,24,2,2004,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,France Treaty Series,,,,DCADv1.0-0514
220,FRN,365,RUS,4,2,1994,4,2,1994,general,DCA,,,5,-55,5,-99,,2004,0,high,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0515
220,FRN,365,RUS,4,2,1994,4,2,1994,general,DIC,,,5,-66,-66,-99,,2010,0,high,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0516
220,FRN,366,EST,11,5,1994,,,1994,general,DCA,,,,,,1,17,2010,1,high,,N,treaty,Treaty,,,,DCADv1.0-0517
220,FRN,367,LAT,11,5,1994,,,,sector,TREX,,,,,,-88,,2000,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0519
220,FRN,368,LIT,11,5,1994,,,,general,DCA,,,,,,-88,,2000,1,med,,N,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-0520
220,FRN,369,UKR,15,2,1996,15,2,1996,general,DIC,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-0521
220,FRN,370,BLR,8,11,2007,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0522
220,FRN,371,ARM,10,2,2010,,,,general,DCA,,,,,,-88,,2010,1,high,,N,treaty,Armenian MFA,,,,DCADv1.0-0523
220,FRN,372,GRG,3,2,1997,3,2,1997,general,DCA,,,3,-66,-66,0,,2010,1,atypical,,TE,treaty,Georgia Ministry of Foreign Affairs,,,,DCADv1.0-0524
220,FRN,372,GRG,2,10,2003,,,,general,DCA,,,,,,-88,,2009,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0525
220,FRN,372,GRG,28,9,2004,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0526
220,FRN,375,FIN,19,5,1995,,,,general,DIC,,,,,,-88,,2001,1,high,,N,treaty,Finland MoD (personal contact),,,,DCADv1.0-0527
220,FRN,380,SWD,,6,1992,,,,general,DIC,,,,,,-88,,1998,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0528
220,FRN,380,SWD,7,3,1993,7,3,1993,general,DIC,,,-77,-77,-77,0,,2010,1,high,132896,Y,treaty,UNTS,,,,DCADv1.0-0529
220,FRN,385,NOR,,,1987,,,,general,DCA,,,,,,-88,,1993,0,low,,,factiva,"Wires, newspapers, transcripts",2,-99,,DCADv1.0-0530
220,FRN,461,TOG,16,3,2009,,,,general,DCA,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0531
220,FRN,471,CAO,21,5,2009,,,,general,DCA,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0532
220,FRN,475,NIG,23,5,2009,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0533
220,FRN,560,SAF,28,5,1998,18,6,2004,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,France Treaty Series,,,,DCADv1.0-0534
220,FRN,581,COM,28,9,2010,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0535
220,FRN,620,LIB,5,2,2005,,,,sector,COMMISSION,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0536
220,FRN,620,LIB,25,7,2007,25,9,2007,general,DCA,DIC,,-77,-77,-77,-99,,2010,1,high,,Y,treaty,France Treaty Series,,,,DCADv1.0-0537
220,FRN,625,SUD,18,9,1980,,,,sector,PROCUREMENT,DCA,,,,,-88,,1986,1,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0538
220,FRN,640,TUR,13,1,2000,31,7,2000,general,DCA,,,10,-66,-66,0,,2010,0,high,,Y,treaty,France Treaty Series,,,,DCADv1.0-0539
220,FRN,645,IRQ,,,1983,,,,sector,PROCUREMENT,,,,,,-88,,1989,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0540
220,FRN,645,IRQ,6,7,2009,,,,sector,PROCUREMENT,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0541
220,FRN,663,JOR,2,12,1995,,,,general,DCA,PROCUREMENT,,,,,-88,,2001,1,atypical,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0542
220,FRN,666,ISR,10,3,1994,,,,general,DIC,PROCUREMENT,RESEARCH,,,,-88,,2000,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0543
220,FRN,670,SAU,21,7,2006,,,,general,DIC,PROCUREMENT,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0544
220,FRN,679,YEM,27,2,2005,27,2,2005,general,DCA,PROCUREMENT,,5,-66,-66,0,,2010,2,atypical,,Y,treaty,France Treaty Series,,,,DCADv1.0-0545
220,FRN,690,KUW,18,8,1992,,,,sector,TREX,,,,,,-88,,1998,0,med,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0546
220,FRN,690,KUW,30,11,2006,,,,sector,PROCUREMENT,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0547
220,FRN,690,KUW,21,10,2009,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0548
220,FRN,694,QAT,24,10,1998,,,,general,DCA,PROCUREMENT,,,,,-88,,2004,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0549
220,FRN,696,UAE,16,3,1998,,,,sector,TREX,PROCUREMENT,,,,,-88,,2004,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0550
220,FRN,704,UZB,8,7,2000,,,,sector,RESEARCH,,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0551
220,FRN,705,KZK,10,6,2009,25,7,2011,general,DCA,,,-77,-77,-77,0,,2010,0,high,149072,Y,treaty,UNTS,,,,DCADv1.0-0552
220,FRN,705,KZK,6,10,2009,25,7,2011,sector,PROCUREMENT,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Kazakhstan Ministry of Foreign Affairs,,,,DCADv1.0-0553
220,FRN,732,KOR,2,8,1990,,,,sector,PROCUREMENT,RESEARCH,,,,,-88,,1996,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0554
220,FRN,732,KOR,,,1999,,,,general,DIC,,,,,,-88,,2005,0,low,,,factiva,"Wires, newspapers, transcripts",4,0,0,DCADv1.0-0555
220,FRN,740,JPN,,,2002,,,,sector,TREX,,,,,,-88,,2008,0,low,,,factiva,"Wires, newspapers, transcripts",3,-99,,DCADv1.0-0556
220,FRN,750,IND,,,1982,,,,general,DCA,DIC,,,,,-88,,1988,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0557
220,FRN,750,IND,,,1983,,,,general,DIC,PROCUREMENT,RESEARCH,,,,-88,,1989,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0558
220,FRN,750,IND,20,2,2006,20,2,2006,general,DCA,,,10,-56,10,0,,2010,0,high,145648,Y,treaty,UNTS,,,,DCADv1.0-0559
220,FRN,771,BNG,3,8,2003,,,,sector,TREX,,,,,,-88,,2009,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0560
220,FRN,816,DRV,,7,1997,,,,general,DCA,,,,,,-88,,2003,0,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0561
220,FRN,816,DRV,,,2009,,,,sector,PROCUREMENT,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0562
220,FRN,816,DRV,,7,2010,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,-99,,DCADv1.0-0563
220,FRN,820,MAL,,,1993,,,,general,DCA,,,,,,-88,,1999,1,med,,N,treaty,"Ministry of Foreign Affairs, Malaysia",,,,DCADv1.0-0564
220,FRN,830,SIN,21,10,1998,22,5,2003,general,DCA,,,20,-66,-66,0,,2010,1,atypical,139578,Y,treaty,UNTS,,,,DCADv1.0-0565
220,FRN,835,BRU,,,1999,,,,general,DCA,,,,,,-88,,2005,1,low,,N,treaty,Brunei MoD,,,,DCADv1.0-0566
220,FRN,840,PHI,14,9,1994,14,9,1994,general,DCA,DIC,,10,-56,10,0,,2010,1,atypical,,Y,treaty,"Philippines Office of Legal Affairs, Department of Foreign Affairs, Philippine Treaties Online",,,,DCADv1.0-0567
220,FRN,850,INS,11,7,1996,11,7,1996,general,DIC,,,5,-56,5,-99,,2006,1,high,,Y,treaty,"Indonesia Directorate of Law and Treaty, Foreign Ministry",,,,DCADv1.0-0568
220,FRN,900,AUL,17,12,1990,17,12,1990,sector,RESEARCH,,,5,-66,-66,0,,2010,0,high,128221,Y,treaty,UNXX,,,,DCADv1.0-0569
220,FRN,900,AUL,14,12,2006,7,7,2009,general,DCA,,,20,-66,-66,0,,2010,0,high,147497,Y,treaty,Australia Treaty Series,,,,DCADv1.0-0570
225,SWZ,230,SPN,11,7,2001,,,,general,DIC,,,,,,-88,,2007,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0571
225,SWZ,230,SPN,13,11,2008,13,11,2008,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,The Federal Authorities of the Swiss Confederation,,,,DCADv1.0-0572
225,SWZ,255,GER,29,9,2003,29,9,2003,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,The Federal Authorities of the Swiss Confederation,,,,DCADv1.0-0573
225,SWZ,255,GER,7,9,2009,7,9,2009,general,DIC,,,,,,0,,2010,1,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0574
225,SWZ,305,AUS,15,5,2004,15,5,2004,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,The Federal Authorities of the Swiss Confederation,,,,DCADv1.0-0575
225,SWZ,316,CZR,11,3,2008,11,3,2008,general,DIC,,,,,,0,,2010,1,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0576
225,SWZ,325,ITA,6,11,2003,4,3,2008,general,DIC,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0577
225,SWZ,325,ITA,24,5,2004,11,4,2006,sector,TREX,,,5,-56,5,0,,2010,0,high,,NE,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0578
225,SWZ,355,BUL,,,1995,,,,general,DCA,,,,,,-88,,2001,0,low,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0579
225,SWZ,367,LAT,12,2,2003,,,,general,DCA,,,,,,-88,,2009,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0580
225,SWZ,369,UKR,2,9,2002,2,9,2002,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0581
225,SWZ,375,FIN,19,10,2004,19,10,2004,general,DIC,,,,,,0,,2010,1,high,,N,treaty,Finland MoD (personal contact),,,,DCADv1.0-0582
225,SWZ,375,FIN,4,10,2005,4,10,2005,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,The Federal Authorities of the Swiss Confederation,,,,DCADv1.0-0583
225,SWZ,380,SWD,12,8,2004,12,8,2004,general,DIC,,,,,,0,,2010,1,high,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0584
225,SWZ,385,NOR,21,10,2004,21,10,2004,general,DIC,,,,,,0,,2010,1,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0585
225,SWZ,385,NOR,31,1,2005,31,1,2005,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,The Federal Authorities of the Swiss Confederation,,,,DCADv1.0-0586
225,SWZ,390,DEN,27,11,2007,27,11,2007,general,DIC,,,,,,0,,2010,1,med,,Y,treaty,Switzerland Treaty Series,,,,DCADv1.0-0587
230,SPN,235,POR,26,10,1998,,,,general,DCA,,,,,,-88,,2004,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0588
230,SPN,235,POR,22,12,1999,,,,general,DIC,,,,,,-88,,2005,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0589
230,SPN,255,GMY,9,6,1995,,,,general,DIC,,,,,,-88,,2001,1,low,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0590
230,SPN,260,GFR,13,3,1989,,,,sector,TREX,,,,,,-88,,1995,1,low,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0591
