ccode1,cowName1,ccode2,cowName2,signDay,signMonth,signYear,EIFDay,EIFMonth,EIFYear,type,category1,category2,category3,span,renewType,renewYears,terminated,durationActual,endYearEstimate,asymmetry,categoryConf,UNTS,fullText,sourceType,source,factivaConf,factivaSign,factivaEIF,DCAid
20,CAN,360,ROM,7,6,1993,24,1,1994,sector,COMMISSION,,,5,-66,-66,0,,2010,1,atypical,135017,Y,treaty,UNTS,,,,DCADv1.0-0167
20,CAN,360,ROM,1,11,1999,,,,general,DIC,,,,,,-88,,2005,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0168
20,CAN,365,RUS,19,6,1992,4,4,1993,general,DCA,,,10,-66,-66,0,,2010,1,atypical,,Y,treaty,Canada Treaty Series,,,,DCADv1.0-0169
20,CAN,366,EST,13,8,1997,13,8,1997,general,DCA,COMMISSION,,,,5,-99,,2003,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,1,DCADv1.0-0170
20,CAN,367,LAT,5,5,2009,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0171
20,CAN,369,UKR,24,10,1994,24,10,1994,sector,COMMISSION,,,-77,-77,-77,-99,,2010,1,atypical,134947,Y,treaty,UNTS,,,,DCADv1.0-0172
20,CAN,369,UKR,24,10,1994,28,4,1999,general,DCA,,,10,-66,-66,0,,2010,1,atypical,,Y,treaty,Canada Treaty Series,,,,DCADv1.0-0173
20,CAN,380,SWD,10,8,2004,10,8,2004,general,DIC,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Swedish Government Publication - Sweden's International Agreements,,,,DCADv1.0-0174
20,CAN,560,SAF,2,4,1998,,,,general,DIC,,,,,,-88,,2004,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0175
20,CAN,732,KOR,28,5,1996,,,,general,DIC,,,,,,-88,,2002,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0176
20,CAN,740,JPN,17,9,1999,,,,sector,COMMISSION,,,,,,-88,,2005,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0177
20,CAN,740,JPN,14,11,2010,14,11,2010,sector,COMMISSION,,,,,,0,,2010,1,atypical,,Y,treaty,Japanese Ministry of Defense,,,,DCADv1.0-0178
20,CAN,840,PHI,30,7,2008,,,,sector,TREX,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0179
40,CUB,230,SPN,10,6,1995,,,,general,DCA,,,,,,-88,,2001,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0180
40,CUB,365,RUS,22,4,1997,,,,general,DCA,DIC,,,,,-88,,2003,1,med,,N,treaty,Treaty,,,,DCADv1.0-0181
40,CUB,365,RUS,17,12,2000,,,,sector,PROCUREMENT,,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0182
40,CUB,365,RUS,28,9,2006,18,12,2007,sector,PROCUREMENT,,,5,-66,-66,0,,2010,1,atypical,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0183
40,CUB,540,ANG,21,10,2002,,,,sector,TREX,,,,,5,-88,,2008,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0184
40,CUB,710,CHN,27,12,2000,,,,general,DCA,,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0186
42,DOM,140,BRA,2,2,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0187
90,GUA,140,BRA,13,3,2006,21,6,2009,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0188
90,GUA,155,CHL,22,7,2003,,,,general,DCA,,,5,-66,-66,-88,,2010,1,high,,N,treaty,NOTES,,,,DCADv1.0-0189
90,GUA,230,SPN,17,10,2006,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0190
91,HON,140,BRA,27,6,2007,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,TE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0191
91,HON,160,ARG,29,9,2006,29,9,2006,general,DCA,,,,,,0,,2010,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0192
91,HON,230,SPN,17,10,2006,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0193
92,SAL,135,PER,2,6,2008,,,,general,DCA,,,,,,-88,,2010,1,med,,NE,treaty,Peru Ministry of Foreign Affairs - Archivo Nacional de Tratados,,,,DCADv1.0-0194
92,SAL,140,BRA,24,7,2007,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,TE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0195
92,SAL,160,ARG,2,11,2009,,,,general,DCA,,,,,,-88,,2010,1,med,,N,treaty,Argentina Ministry of Defense,,,,DCADv1.0-0196
92,SAL,230,SPN,25,1,2006,,,,general,DCA,,,,,,-88,,2010,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0197
93,NIC,230,SPN,17,10,2006,,,,general,DCA,,,,,,-88,,2010,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0198
93,NIC,365,RUS,24,10,2001,,,,sector,PROCUREMENT,,,5,-66,-66,-88,,2010,1,atypical,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0199
95,PAN,325,ITA,30,6,2010,30,6,2010,general,DIC,,,-77,-77,-77,0,,2010,1,med,,NE,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0200
100,COL,140,BRA,20,6,2003,20,6,2003,general,DCA,,,-77,-77,-77,-99,,2010,0,high,139642,Y,treaty,UNTS,,,,DCADv1.0-0201
100,COL,140,BRA,19,7,2008,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0202
100,COL,220,FRN,31,7,1996,31,7,1996,general,DIC,,,,,,0,,2010,1,high,,NE,treaty,Colombia Ministerio de Relaciones Exteriores (Bilblioteca Virtual de Tratados),,,,DCADv1.0-0203
100,COL,316,CZR,3,7,2006,3,7,2006,general,DIC,,,-77,-77,-77,0,,2010,1,high,,Y,treaty,Czech Republic Ministry of Foreign Affairs,,,,DCADv1.0-0204
100,COL,365,RUS,12,3,1996,12,3,1996,general,DIC,,,,,,0,,2010,1,atypical,,NE,treaty,Colombia Ministerio de Relaciones Exteriores (Bilblioteca Virtual de Tratados),,,,DCADv1.0-0205
101,VEN,130,ECU,,,2009,,,,general,DCA,DIC,PROCUREMENT,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,-99,,DCADv1.0-0206
101,VEN,145,BOL,23,5,2008,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0207
101,VEN,160,ARG,11,11,2004,,,,general,DIC,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0208
101,VEN,230,SPN,30,3,2005,,,,general,DIC,,,,,,-88,,2010,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0210
101,VEN,365,RUS,14,5,2001,4,9,2007,general,DIC,,,5,-66,-66,0,,2010,0,high,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0211
101,VEN,365,RUS,9,9,2009,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0212
101,VEN,370,BLR,25,7,2006,,,,sector,PROCUREMENT,RESEARCH,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0213
101,VEN,370,BLR,11,12,2007,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0214
101,VEN,630,IRN,30,4,2009,,,,sector,COMMISSION,TREX,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0215
101,VEN,732,KOR,5,12,1999,,,,general,DIC,RESEARCH,PROCUREMENT,,,,-88,,2005,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0216
110,GUY,140,BRA,14,9,2009,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0217
115,SUR,140,BRA,22,4,2008,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0218
130,ECU,140,BRA,4,4,2007,11,1,2012,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0219
130,ECU,155,CHL,,,1999,,,,general,DCA,,,,,,-88,,2005,0,low,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0220
130,ECU,155,CHL,19,11,2010,,,,general,DIC,PROCUREMENT,DCA,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0221
130,ECU,160,ARG,16,11,2007,16,11,2007,general,DCA,,,,,,0,,2010,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0222
130,ECU,165,URU,16,11,2010,13,10,2012,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,El Derecho Digital (Uruguay Legal Newspaper),,,,DCADv1.0-0224
130,ECU,230,SPN,,,2005,,,,sector,COMMISSION,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,-99,,DCADv1.0-0225
130,ECU,230,SPN,31,7,2008,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,high,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0226
130,ECU,365,RUS,27,11,2008,2,6,2009,sector,PROCUREMENT,,,5,-66,-66,0,,2010,1,atypical,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0227
135,PER,140,BRA,9,11,2006,2,3,2010,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0229
135,PER,140,BRA,9,11,2006,9,11,2006,sector,COMMISSION,,,-88,-88,-88,0,,2010,1,atypical,,NE,treaty,,,,,DCADv1.0-0230
135,PER,155,CHL,25,10,2001,25,10,2001,sector,COMMISSION,,,-77,-77,-77,0,,2010,0,med,,TE,treaty,Peru Ministry of Foreign Affairs - Archivo Nacional de Tratados,,,,DCADv1.0-0231
135,PER,160,ARG,1,9,2006,27,8,2009,sector,COMMISSION,,,-77,-77,-77,0,,2010,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0232
135,PER,160,ARG,17,10,2008,17,10,2008,sector,RESEARCH,,,,,,0,,2010,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0233
135,PER,220,FRN,6,10,2003,18,9,2004,sector,PROCUREMENT,,,5,-66,-66,0,,2010,1,atypical,,NE,treaty,Peru Ministry of Foreign Affairs - Archivo Nacional de Tratados,,,,DCADv1.0-0235
135,PER,230,SPN,25,1,2006,,,,general,DCA,,,,,,-88,,2010,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0236
135,PER,230,SPN,1,7,2010,,,,general,DIC,,,5,,,-88,,2010,1,med,,N,treaty,"Spain Ministry of Defense, list of MOUs and Agreements (web PDF)",,,,DCADv1.0-0237
135,PER,290,POL,14,5,2008,11,2,2010,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Poland Ministry of Foreign Affairs - Internet Treaty Database,,,,DCADv1.0-0238
135,PER,325,ITA,10,7,2002,11,6,2003,general,DIC,,,10,-66,-66,1,10,2010,0,high,,TE,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0239
135,PER,325,ITA,17,3,2010,,,,general,DIC,,,,,,-88,,2010,1,med,,NE,treaty,Peru Ministry of Foreign Affairs - Archivo Nacional de Tratados,,,,DCADv1.0-0240
135,PER,365,RUS,30,10,1996,30,10,1996,sector,PROCUREMENT,,,-77,-77,-77,0,,2010,1,med,,N,treaty,Peru Ministry of Foreign Affairs - Archivo Nacional de Tratados,,,,DCADv1.0-0241
135,PER,365,RUS,13,4,2004,7,9,2007,general,DIC,,,5,-66,-66,0,,2010,1,high,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0242
135,PER,369,UKR,,,2010,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0243
135,PER,666,ISR,16,7,2008,,,,general,DIC,,,-77,-77,-77,-88,,2010,1,med,,NE,treaty,Peru Ministry of Foreign Affairs - Archivo Nacional de Tratados,,,,DCADv1.0-0244
135,PER,732,KOR,,,2010,,,,sector,PROCUREMENT,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0245
135,PER,750,IND,,,2006,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0246
140,BRA,145,BOL,14,2,2007,18,9,2010,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0247
140,BRA,150,PAR,24,7,1995,23,10,1996,general,DCA,,,5,-57,5,0,,2010,1,atypical,133474,Y,treaty,UNTS,,,,DCADv1.0-0248
140,BRA,150,PAR,21,5,2007,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0249
140,BRA,150,PAR,21,5,2007,21,5,2007,sector,COMMISSION,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0250
140,BRA,155,CHL,13,7,2000,13,7,2000,sector,COMMISSION,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0251
140,BRA,155,CHL,3,12,2007,30,12,2009,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0252
140,BRA,160,ARG,27,4,1997,26,7,1997,sector,COMMISSION,,,,,,-99,,2003,0,med,,,factiva,"Wires, newspapers, transcripts",3,1,1,DCADv1.0-0253
140,BRA,160,ARG,30,11,2005,26,1,2007,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0254
140,BRA,160,ARG,30,11,2005,10,9,2008,general,DIC,,,5,-66,-66,0,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0255
140,BRA,160,ARG,22,11,2010,,,,sector,COMMISSION,,,,,,-88,,2010,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0256
140,BRA,165,URU,30,7,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0257
140,BRA,200,UKG,23,6,1981,23,6,1981,sector,TREX,,,-88,-88,-88,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0258
140,BRA,200,UKG,11,7,2000,11,7,2000,sector,COMMISSION,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0259
140,BRA,200,UKG,14,9,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,Y,treaty,UKCS,,,,DCADv1.0-0260
140,BRA,220,FRN,8,9,1982,,,,sector,PROCUREMENT,DIC,,,,,-88,,1988,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0261
140,BRA,220,FRN,29,1,2008,27,12,2008,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,France Treaty Series,,,,DCADv1.0-0262
140,BRA,230,SPN,3,12,2010,,,,general,DCA,,,-77,-77,-77,-99,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0263
140,BRA,235,POR,13,10,2005,24,12,2009,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0264
140,BRA,255,GER,16,4,2002,16,4,2002,general,DCA,,,-77,-77,-77,0,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0265
140,BRA,255,GER,8,11,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,TE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0266
140,BRA,290,POL,1,12,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0267
140,BRA,316,CZR,13,9,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0268
140,BRA,317,SLO,5,9,1997,5,9,1997,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Ministry of Foreign and European Affairs of the Slovak Republic,,,,DCADv1.0-0269
140,BRA,325,ITA,11,11,2008,16,6,2011,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0270
140,BRA,325,ITA,24,6,2010,24,6,2010,sector,PROCUREMENT,,,-77,-77,-77,0,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0271
140,BRA,345,YUG,29,11,2010,24,12,2012,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0272
140,BRA,365,RUS,9,4,2002,,,,sector,PROCUREMENT,,,-77,-77,-77,-88,,2010,1,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0273
140,BRA,365,RUS,26,11,2008,27,6,2010,general,DIC,,,5,-66,-66,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0274
140,BRA,369,UKR,21,10,2003,9,5,2006,general,DCA,,,-77,-77,-77,0,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0275
140,BRA,369,UKR,16,9,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0276
140,BRA,380,SWD,7,7,2000,7,7,2000,general,DIC,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0277
140,BRA,380,SWD,24,4,2001,24,4,2001,sector,TREX,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0278
140,BRA,402,CAP,27,3,1987,,,,sector,TREX,,,,,,-88,,1993,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0279
140,BRA,402,CAP,21,12,1994,,,,sector,TREX,,,3,-66,-66,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0280
140,BRA,403,STP,10,11,2010,,,,general,DCA,,,5,-66,-66,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0281
140,BRA,404,GNB,6,6,2006,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0282
140,BRA,411,EQG,5,7,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0283
140,BRA,433,SEN,3,8,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0284
140,BRA,475,NIG,22,7,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0285
140,BRA,540,ANG,23,6,2010,,,,general,DCA,,,5,-66,-66,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0286
140,BRA,541,MZM,26,3,2009,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0287
140,BRA,560,SAF,4,6,2003,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0288
140,BRA,565,NAM,1,6,2009,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0289
140,BRA,640,TUR,14,8,2003,23,10,2007,general,DCA,,,-77,-77,-77,0,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0290
140,BRA,666,ISR,1,12,2010,,,,general,DIC,,,,,,-88,,2010,1,high,,N,factiva,"Wires, newspapers, transcripts",,-99,,DCADv1.0-0291
140,BRA,670,SAU,9,10,1984,8,10,1984,general,DIC,,,5,-57,5,-99,,1994,0,high,123125,Y,treaty,UNTS,,,,DCADv1.0-0292
140,BRA,710,CHN,22,10,2004,,,,sector,RESEARCH,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0293
140,BRA,732,ROK,31,3,2006,5,11,2008,general,DCA,,,-77,-77,-77,0,,2010,1,atypical,,Y,treaty,South Korea Ministry of Foreign Affairs,,,,DCADv1.0-0294
140,BRA,750,IND,1,12,2003,27,12,2006,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0295
140,BRA,860,ETM,10,11,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,atypical,,NE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0296
145,BOL,145,VEN,26,5,2006,,,,general,DCA,,,,,,-88,,2010,1,atypical,,N,treaty,Official Gazette of the Plurinational State of Bolivia,,,,DCADv1.0-0297
145,BOL,155,CHL,17,6,2008,,,,general,DCA,DIC,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0298
145,BOL,160,ARG,19,11,1996,14,9,2002,sector,COMMISSION,TREX,,2,-66,-66,0,,2010,0,high,,Y,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0299
145,BOL,230,SPN,30,10,2001,,,,general,DCA,,,,,,-88,,2007,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0300
145,BOL,365,RUS,16,2,2009,,,,sector,PROCUREMENT,,,5,-66,-66,-88,,2010,1,atypical,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-0301
150,PAR,160,ARG,25,10,1996,,,,sector,COMMISSION,,,,,,-88,,2002,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0302
150,PAR,160,ARG,18,6,1997,,,,general,DCA,,,,,,-88,,2003,1,med,,Y,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0303
150,PAR,160,ARG,13,3,2007,29,4,2009,sector,COMMISSION,,,-77,-77,-77,0,,2010,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0304
150,PAR,160,ARG,17,12,2008,17,12,2008,general,DCA,,,,,,0,,2010,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0305
150,PAR,165,URU,12,11,2010,20,1,2012,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,El Derecho Digital (Uruguay Legal Newspaper),,,,DCADv1.0-0306
155,CHL,160,ARG,8,11,1995,,,,sector,COMMISSION,,,,,,-88,,2001,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0307
155,CHL,160,ARG,27,7,2001,27,7,2001,sector,RESEARCH,,,5,,,1,5,2006,1,med,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0308
155,CHL,165,URU,24,8,2007,28,3,2009,general,DCA,,,5,-56,5,0,,2010,1,atypical,,TE,treaty,El Derecho Digital (Uruguay Legal Newspaper),,,,DCADv1.0-0309
155,CHL,200,UKG,7,10,1991,,,,sector,TREX,,,,,,-88,,1997,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0310
155,CHL,220,FRN,29,5,1996,,,,sector,COMMISSION,TREX,,,,,-88,,2002,0,med,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0311
155,CHL,230,SPN,1,4,1997,,,,general,DCA,,,-77,-77,-77,-88,,2010,1,high,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0312
155,CHL,230,SPN,1,4,1997,,,,sector,COMMISSION,,,,,,-88,,2003,1,high,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0313
155,CHL,230,SPN,20,9,2004,,,,general,DIC,,,5,,,-88,,2009,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0314
155,CHL,255,GMY,22,2,1993,,,,general,DCA,,,,,,-88,,1999,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0315
155,CHL,255,GMY,22,4,1996,,,,general,DCA,DIC,,,,,-88,,2002,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0316
155,CHL,325,ITA,8,4,1997,1,8,2001,general,DIC,,,10,-44,-44,0,,2010,0,high,,NE,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0317
